customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
2000-DHJUY,Female,1,Yes    ,No        ,70,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),92.2,California,Menlo Park            ,37.449551,-122.183762,67,Yes    ,Yes              ,1,Offer A,21,Yes            ,Yes           ,0.0,0,1306.9,7781.35,44,High,0,5,5,Resolved
8859-YSTWS,Male  ,0,No     ,No        ,48,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Bank transfer (automatic),19.95,California,Port Hueneme          ,34.110124,-119.100972,43,No     ,No               ,0,Offer B,0,No             ,No            ,0.0,0,528.96,1533.46,44,High,1,5,6,Resolved
1545-ACTAS,Female,0,Yes    ,Yes       ,48,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),99.7,California,West Covina           ,34.061634,-117.893169,53,Yes    ,Yes              ,2,Offer B,29,Yes            ,Yes           ,0.0,0,1736.64,6713.84,29,Medium,1,3,4,Resolved
5799-JRCZO,Female,0,No     ,Yes       ,63,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,19.5,California,North San Juan        ,39.423046,-120.984472,48,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,1532.16,2747.26,44,High,1,5,6,Resolved
1099-GODLO,Female,0,Yes    ,Yes       ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,20.35,California,Berkeley              ,37.878554,-122.26609,62,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,30.09,50.44,38,High,0,4,4,Resolved
7439-DKZTW,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,80.55,California,Paicines              ,36.525703,-120.952122,49,No     ,No               ,0,None   ,19,No             ,No            ,0.0,60,5.93,146.48000000000002,21,High,1,3,4,Resolved
3717-OFRTN,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),19.75,California,Dublin                ,37.713926,-121.928425,48,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,5.32,25.07,43,High,0,5,5,Resolved
3744-ZRRDZ,Male  ,0,No     ,No        ,21,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,82.35,California,Torrance              ,33.833699,-118.314387,25,No     ,No               ,0,Offer D,48,Yes            ,Yes           ,0.0,0,267.96,2120.81,90,Low,9,0,9,Resolved
6300-BWMJX,Female,0,Yes    ,No        ,59,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,93.35,California,Valencia              ,34.43987,-118.644609,45,Yes    ,Yes              ,1,None   ,26,No             ,Yes           ,36.07,0,1226.02,6576.450000000001,44,Medium,1,5,6,Resolved
7643-RCHXS,Female,0,Yes    ,Yes       ,63,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Electronic check         ,19.35,California,Montgomery Creek      ,40.877552,-121.885884,31,Yes    ,No               ,0,Offer B,0,No             ,No            ,0.0,0,2635.92,3899.77,23,High,0,3,3,Resolved
6116-RFVHN,Female,0,Yes    ,No        ,34,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.45,California,Roseville             ,38.784329,-121.373245,20,Yes    ,Yes              ,10,Offer C,47,Yes            ,Yes           ,0.0,0,1199.86,4614.51,42,High,1,5,6,Resolved
6954-OOYZZ,Male  ,0,Yes    ,No        ,18,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),44.35,California,Los Angeles           ,34.048013,-118.293953,41,Yes    ,Yes              ,10,Offer D,17,No             ,Yes           ,0.0,0,826.5600000000001,1594.61,44,Medium,0,5,5,Resolved
9481-IEBZY,Male  ,1,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,112.9,California,Nuevo                 ,33.82769,-117.102244,69,Yes    ,Yes              ,6,Offer A,14,Yes            ,No            ,0.0,20,2181.6,10263.1,29,Medium,0,3,3,NotResolved
9667-TKTVZ,Female,0,No     ,No        ,2,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,54.35,California,Los Osos              ,35.279984,-120.824288,38,No     ,No               ,0,None   ,7,No             ,Yes           ,0.0,0,51.62,168.67,71,High,7,1,8,NotResolved
1407-DIGZV,Female,0,Yes    ,Yes       ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.1,California,Redding               ,40.677649,-122.29467,32,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,135.99,187.99,30,High,0,4,4,Resolved
7841-TZDMQ,Male  ,0,No     ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,46.0,California,Sun Valley            ,34.231053,-118.338307,19,No     ,No               ,0,None   ,41,Yes            ,Yes           ,0.0,0,99.62,184.12,76,Medium,7,0,7,Resolved
2538-OIMXF,Female,0,No     ,Yes       ,1,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,24.7,California,Cathedral City        ,33.829583,-116.474131,29,No     ,No               ,0,Offer E,48,No             ,No            ,0.0,70,0.0,94.7,55,High,0,6,6,Resolved
9681-OXGVC,Female,0,No     ,No        ,5,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.5,California,Laytonville           ,39.806141,-123.531098,54,No     ,No               ,0,None   ,29,Yes            ,Yes           ,0.0,0,141.0,655.0,85,Medium,8,1,9,NotResolved
9512-UIBFX,Male  ,0,Yes    ,Yes       ,18,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Mailed check             ,95.15,California,West Covina           ,34.061634,-117.893169,52,Yes    ,Yes              ,6,None   ,28,Yes            ,Yes           ,10.17,0,27.18,1796.96,68,Medium,6,0,6,Resolved
0471-LVHGK,Male  ,0,Yes    ,No        ,41,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,73.0,California,Orangevale            ,38.689174,-121.218435,34,Yes    ,Yes              ,1,None   ,29,Yes            ,Yes           ,0.0,0,652.3100000000001,3653.51,86,Low,8,1,9,Resolved
8849-GYOKR,Female,0,Yes    ,No        ,54,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,No              ,Bank transfer (automatic),106.55,California,Mineral               ,40.408796,-121.579609,59,Yes    ,Yes              ,2,None   ,21,Yes            ,Yes           ,0.0,0,476.82,6240.12,90,Low,9,0,9,Resolved
9281-PKKZE,Female,0,Yes    ,No        ,46,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,43.95,California,Azusa                 ,34.174493,-117.87068,47,Yes    ,Yes              ,1,None   ,8,Yes            ,Yes           ,0.0,0,0.0,2007.85,47,Medium,0,5,5,Resolved
1195-OIYEJ,Male  ,0,No     ,No        ,13,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,91.1,California,La Puente             ,34.038983,-117.991372,54,No     ,No               ,0,Offer D,26,Yes            ,No            ,0.0,80,70.59,1286.29,78,Low,7,1,8,Resolved
3566-CAAYU,Female,0,Yes    ,Yes       ,64,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Electronic check         ,49.85,California,Cayucos               ,35.511833,-120.918713,28,Yes    ,Yes              ,3,Offer B,59,Yes            ,Yes           ,0.0,0,0.0,3210.35,56,High,1,6,7,NotResolved
5339-TJFEK,Male  ,0,Yes    ,Yes       ,62,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,105.5,California,Santa Rosa            ,38.394091,-122.739814,22,Yes    ,Yes              ,8,Offer B,52,Yes            ,No            ,0.0,150,914.5,7551.7,56,High,0,6,6,NotResolved
0274-JKUJR,Male  ,0,Yes    ,Yes       ,7,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Mailed check             ,58.85,California,Los Angeles           ,33.994524,-118.149953,21,Yes    ,Yes              ,9,Offer E,47,Yes            ,Yes           ,0.0,0,0.0,465.7,76,Medium,7,1,8,Resolved
6439-LAJXL,Male  ,0,Yes    ,No        ,9,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,Month-to-month,Yes             ,Mailed check             ,68.95,California,Echo Lake             ,38.851842,-120.076204,47,Yes    ,Yes              ,2,Offer E,7,No             ,Yes           ,0.0,0,311.76,905.61,29,Medium,1,3,4,Resolved
7025-WCBNE,Male  ,1,No     ,No        ,47,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Two year      ,No              ,Bank transfer (automatic),59.6,California,Santa Ana             ,33.766004,-117.786763,74,No     ,No               ,0,None   ,10,No             ,Yes           ,0.0,0,694.66,3448.66,33,Medium,0,4,4,Resolved
3096-YXENJ,Female,0,Yes    ,No        ,65,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),107.65,California,Danville              ,37.791481,-121.903253,25,Yes    ,Yes              ,1,None   ,52,Yes            ,Yes           ,0.0,0,1799.85,8882.7,25,High,1,3,4,Resolved
2359-KMGLI,Male  ,0,No     ,No        ,24,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,80.25,California,Running Springs       ,34.186211,-117.07683,52,No     ,No               ,0,Offer C,20,No             ,Yes           ,0.0,0,1183.1999999999998,3044.7,77,Low,7,0,7,Resolved
0822-GAVAP,Female,0,No     ,No        ,2,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,34.7,California,Posey                 ,35.861928,-118.636698,19,No     ,No               ,0,Offer E,76,Yes            ,Yes           ,0.0,0,0.0,62.25,65,Low,6,0,6,Resolved
0742-NXBGR,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,82.3,California,Adin                  ,41.171578,-120.913161,64,No     ,No               ,0,Offer E,28,No             ,Yes           ,0.0,0,33.41,115.71,71,Low,7,0,7,Resolved
6851-WEFYX,Male  ,1,Yes    ,No        ,35,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.8,California,Descanso              ,32.912664,-116.635387,73,Yes    ,Yes              ,4,None   ,3,No             ,Yes           ,0.0,0,74.2,3511.7,38,High,0,4,4,Resolved
7691-KGKGP,Male  ,0,Yes    ,Yes       ,53,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,65.0,California,Aliso Viejo           ,33.571259,-117.731917,31,Yes    ,Yes              ,9,Offer B,19,No             ,Yes           ,0.0,0,111.83,3475.63,30,Medium,1,4,5,NotResolved
3126-WQMGH,Female,0,Yes    ,No        ,49,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,52.15,California,Yorba Linda           ,33.884073,-117.732197,19,Yes    ,Yes              ,6,None   ,41,Yes            ,No            ,0.0,50,1392.5800000000002,4026.33,40,High,0,5,5,Resolved
4367-NUYAO,Male  ,0,Yes    ,Yes       ,0,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,25.75,California,Cupertino             ,37.306612,-122.080621,39,Yes    ,Yes              ,5,None   ,0,No             ,No            ,0.0,0,228.3,485.8,48,High,0,5,5,Resolved
5018-HEKFO,Female,0,No     ,No        ,10,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,24.5,California,Rowland Heights       ,33.976753,-117.897367,51,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,170.10000000000002,440.25,78,Medium,7,0,7,Resolved
6161-UUUTA,Male  ,1,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.9,California,Stockton              ,37.902422,-121.440029,77,No     ,No               ,0,None   ,3,No             ,Yes           ,0.0,0,8.94,269.84,90,Low,9,0,9,Resolved
1767-TGTKO,Female,0,Yes    ,Yes       ,8,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,45.45,California,Dana Point            ,33.477923,-117.705314,30,Yes    ,No               ,0,Offer E,51,No             ,Yes           ,0.0,0,40.72,452.47,41,High,1,5,6,Resolved
3824-RHKVR,Female,0,No     ,No        ,17,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Credit card (automatic)  ,19.7,California,Fullerton             ,33.877639,-117.961212,27,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,378.42,718.77,28,High,0,3,3,NotResolved
0356-OBMAC,Female,1,No     ,No        ,56,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,No                 ,Two year      ,Yes             ,Bank transfer (automatic),99.9,California,Winchester            ,33.657433,-117.04254,80,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,970.48,6676.78,45,Medium,0,5,5,Resolved
7524-VRLPL,Male  ,1,No     ,No        ,69,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,74.1,California,Manchester            ,38.966713,-123.586412,71,No     ,No               ,0,Offer A,10,Yes            ,Yes           ,0.0,0,921.84,5952.84,34,Medium,0,4,4,Resolved
5726-CVNYA,Female,0,Yes    ,Yes       ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Mailed check             ,19.85,California,Cutler                ,36.497895,-119.285484,44,Yes    ,Yes              ,8,Offer E,0,No             ,No            ,0.0,0,136.72,283.32,65,High,6,0,6,Resolved
1219-NNDDO,Female,0,No     ,No        ,9,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,76.85,California,Los Angeles           ,34.039224,-118.266293,51,No     ,No               ,0,Offer E,8,No             ,Yes           ,0.0,0,381.69,1045.2399999999998,38,High,1,4,5,Resolved
2483-XSSMZ,Female,0,No     ,No        ,39,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,Yes             ,Electronic check         ,47.85,California,Orinda                ,37.873916,-122.20522,22,No     ,No               ,0,None   ,82,No             ,No            ,0.0,70,987.87,2944.27,23,Medium,0,3,3,Resolved
6339-RZCBJ,Male  ,0,No     ,No        ,48,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,78.9,California,Colton                ,34.030915,-117.273201,45,No     ,No               ,0,None   ,10,Yes            ,Yes           ,0.0,0,172.32,3943.82,47,High,0,5,5,Resolved
7486-KSRVI,Male  ,0,No     ,No        ,43,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,100.0,California,Folsom                ,38.672638,-121.147403,56,No     ,No               ,0,Offer B,23,Yes            ,No            ,0.0,140,1692.91,6044.46,93,Low,9,0,9,NotResolved
1810-MVMAI,Male  ,0,Yes    ,Yes       ,30,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,67.6,California,San Jose              ,37.333851,-121.891147,31,Yes    ,Yes              ,4,Offer C,19,No             ,Yes           ,0.0,0,1441.2,3441.4,33,Medium,0,4,4,Resolved
3131-NWVFJ,Female,0,Yes    ,Yes       ,14,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,19.55,California,Pioneer               ,38.546999,-120.271114,56,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,266.42,560.9200000000001,47,Medium,1,5,6,Resolved
8861-HGGKB,Female,0,No     ,No        ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Electronic check         ,86.45,California,San Diego             ,32.762506,-117.07245,57,No     ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,176.5,1007.35,80,Low,8,0,8,Resolved
9552-TGUZV,Male  ,0,Yes    ,No        ,8,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,75.0,California,Upland                ,34.141146,-117.655583,57,Yes    ,Yes              ,8,Offer E,18,No             ,Yes           ,0.0,0,165.36,823.46,80,Medium,8,0,8,Resolved
6016-NXBNJ,Male  ,0,No     ,No        ,35,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,Yes             ,Mailed check             ,19.15,California,Orange Cove           ,36.633498,-119.298895,53,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,270.90000000000003,908.9,60,Medium,6,0,6,Resolved
7547-EKNFS,Male  ,0,Yes    ,No        ,42,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),95.25,California,Caspar                ,39.361283,-123.784599,37,Yes    ,Yes              ,1,Offer B,29,No             ,Yes           ,27.3,0,766.9200000000001,4698.969999999999,89,Low,8,0,8,Resolved
2842-JTCCU,Male  ,0,No     ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Bank transfer (automatic),46.05,California,Hopland               ,38.93706,-123.118111,27,No     ,No               ,0,Offer E,52,Yes            ,No            ,0.0,10,59.38,149.73,72,Medium,7,0,7,NotResolved
4059-IIEBK,Female,0,No     ,No        ,7,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),78.55,California,Ojai                  ,34.581308,-118.931948,51,No     ,No               ,0,None   ,16,No             ,Yes           ,47.19,0,285.32,761.08,61,Medium,6,1,7,Resolved
2709-UQGNP,Male  ,0,No     ,No        ,10,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,51.65,California,San Mateo             ,37.590421,-122.306467,38,No     ,No               ,0,None   ,23,No             ,Yes           ,0.0,0,490.4,1014.9,45,High,0,5,5,NotResolved
1779-PWPMG,Female,1,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),114.65,California,San Jose              ,37.218705,-121.762429,73,Yes    ,Yes              ,1,Offer A,27,No             ,Yes           ,0.0,0,330.48,8664.43,29,Medium,1,3,4,Resolved
4694-PHWFW,Female,0,No     ,Yes       ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.95,California,San Francisco         ,37.789168,-122.395009,26,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,366.96,537.86,40,High,1,5,6,Resolved
4367-NHWMM,Female,0,No     ,No        ,1,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,24.9,California,Corte Madera          ,37.924014,-122.511694,37,No     ,No               ,0,None   ,13,No             ,Yes           ,0.0,0,0.0,24.9,61,High,6,1,7,NotResolved
3308-JSGML,Male  ,1,Yes    ,No        ,59,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,64.05,California,Shandon               ,35.634488,-120.293534,77,Yes    ,Yes              ,3,None   ,6,No             ,Yes           ,0.0,0,0.0,3886.85,49,Medium,0,5,5,Resolved
0505-SPOOW,Female,0,Yes    ,No        ,70,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),19.8,California,Riverside             ,33.885499,-117.324959,41,Yes    ,Yes              ,7,Offer A,0,No             ,No            ,0.0,0,819.7,2217.3500000000004,30,High,0,4,4,Resolved
3807-XHCJH,Female,0,Yes    ,Yes       ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Electronic check         ,20.0,California,Fish Camp             ,37.483535,-119.679414,21,Yes    ,Yes              ,4,None   ,0,No             ,No            ,0.0,0,6.86,26.86,33,High,1,4,5,Resolved
9919-YLNNG,Female,0,No     ,No        ,42,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),103.8,California,Malibu                ,34.037037,-118.705803,38,No     ,No               ,0,Offer B,28,Yes            ,No            ,0.0,110,1686.3,6123.8,37,High,1,4,5,Resolved
1080-BWSYE,Male  ,1,Yes    ,No        ,64,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,25.65,California,Irvine                ,33.667145,-117.732135,76,Yes    ,No               ,0,None   ,0,No             ,No            ,0.0,0,1883.52,3624.32,36,High,0,4,4,Resolved
9897-KXHCM,Female,0,Yes    ,Yes       ,3,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,80.3,California,Modesto               ,37.670526,-120.877572,37,Yes    ,Yes              ,1,Offer E,14,Yes            ,Yes           ,0.0,0,145.14,395.19000000000005,72,Low,7,1,8,Resolved
2718-GAXQD,Female,1,Yes    ,Yes       ,4,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,46.0,California,Lake City             ,41.729079,-120.225025,68,Yes    ,Yes              ,1,Offer E,52,No             ,Yes           ,0.0,0,168.52,350.12,92,Low,9,1,10,Resolved
2027-FECZV,Male  ,0,No     ,No        ,12,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,106.7,California,Bodfish               ,35.523991,-118.400432,44,No     ,No               ,0,None   ,12,Yes            ,Yes           ,0.0,0,302.28000000000003,1556.18,92,Low,9,0,9,Resolved
8562-GHPPI,Female,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Credit card (automatic)  ,19.8,California,San Leandro           ,37.717196,-122.159338,50,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,11.96,31.76,22,High,1,3,4,Resolved
2789-CZANW,Female,0,Yes    ,Yes       ,64,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),110.3,California,Dublin                ,37.713926,-121.928425,49,Yes    ,Yes              ,7,Offer B,23,Yes            ,Yes           ,0.0,0,1354.24,8351.54,45,Medium,0,5,5,Resolved
6924-TDGMT,Male  ,0,Yes    ,No        ,11,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,Yes             ,Mailed check             ,20.55,California,Platina               ,40.367964,-122.937379,34,Yes    ,Yes              ,6,None   ,0,No             ,No            ,0.0,0,287.21,472.16,23,High,0,3,3,Resolved
7811-JIVPF,Female,0,No     ,No        ,23,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,49.7,California,Long Beach            ,33.864622,-118.179626,44,No     ,No               ,0,None   ,2,No             ,No            ,0.0,150,971.98,2203.23,47,High,0,5,5,NotResolved
7929-DMBCV,Female,0,Yes    ,No        ,20,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,81.0,California,Arroyo Grande         ,35.176236,-120.483243,45,Yes    ,Yes              ,6,Offer D,21,No             ,Yes           ,0.0,0,227.8,1911.5,22,Medium,0,3,3,Resolved
3803-KMQFW,Female,0,Yes    ,Yes       ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.55,California,Brea                  ,33.930199,-117.862898,25,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,37.92,58.47,78,Medium,7,1,8,Resolved
8627-EHGIP,Male  ,0,No     ,No        ,44,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Mailed check             ,53.95,California,Sacramento            ,38.646096,-121.442433,38,No     ,No               ,0,Offer B,4,Yes            ,Yes           ,0.0,0,0.0,2375.4,91,Low,10,1,11,Resolved
1567-DSCIC,Male  ,0,No     ,No        ,8,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,94.0,California,San Mateo             ,37.590421,-122.306467,59,No     ,No               ,0,None   ,14,No             ,Yes           ,0.0,0,191.12,964.77,71,Low,7,0,7,Resolved
8738-JOKAR,Female,0,No     ,No        ,42,Yes         ,No              ,DSL            ,Yes                ,No                 ,Yes                ,One year      ,Yes             ,Mailed check             ,67.7,California,Covina                ,34.097345,-117.906736,55,No     ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,1651.44,4533.6900000000005,36,High,0,4,4,Resolved
0464-WJTKO,Female,0,Yes    ,Yes       ,72,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),20.1,California,Cedarville            ,41.505916,-120.152505,39,Yes    ,Yes              ,10,None   ,0,No             ,No            ,0.0,0,1020.24,2481.09,30,High,0,4,4,Resolved
7595-EUIVN,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,75.8,California,Clearlake             ,38.965804,-122.631779,53,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,14.48,90.28,70,Low,7,1,8,Resolved
3523-BRGUW,Male  ,1,No     ,No        ,26,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Credit card (automatic)  ,19.3,California,Los Altos             ,37.349546,-122.134356,65,No     ,No               ,0,Offer C,0,No             ,No            ,9.49,0,776.88,1271.59,64,High,6,0,6,Resolved
0254-WWRKD,Female,0,Yes    ,Yes       ,67,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,No              ,Credit card (automatic)  ,50.55,California,Challenge             ,39.461768,-121.195825,44,Yes    ,Yes              ,1,Offer A,28,No             ,Yes           ,0.0,0,3142.3,6574.049999999999,51,High,1,6,7,NotResolved
1841-YSJGV,Male  ,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,109.95,California,South El Monte        ,34.04622,-118.053753,58,Yes    ,Yes              ,9,Offer A,22,Yes            ,Yes           ,0.0,0,2936.16,10788.56,59,High,1,6,7,Resolved
7673-BQGKU,Female,0,Yes    ,Yes       ,69,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),20.15,California,Carlsbad              ,33.098018,-117.258203,64,Yes    ,Yes              ,6,None   ,0,No             ,No            ,0.0,0,791.4300000000001,2128.9300000000003,23,High,0,3,3,Resolved
