customer_id, gender, senior_citizen, partner, dependents, tenure_months, phone_service, multiple_lines  , internet_service, online_security    , online_backup      , device_protection  , tech_support       , streaming_tv       , streaming_movies   , contract_type , paperless_billing, payment_method           , monthly_charges, total_charges, churn, churn_rate, churn_score_target, cltv, churn_reason                             , count, country      , state     , city                  , zip_code, lat_long                , latitude , longitude  , age, under_30, married, referred_a_friend, number_of_referrals, offer  , avg_monthly_long_distance_charges, avg_monthly_gb_download, streaming_music, premium_tech_support, unlimited_data, total_refunds, total_extra_data_charges, total_long_distance_charges, total_revenue        , customer_status, churn_score_1, churn_category , satisfaction_level, service_count, open_issue_count, close_issue_count, support_interaction_count, resolution_status_open_closed
7384-GHBPI , Male  ,              0, Yes    , No        ,             3, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Electronic check         ,           35.15,         99.75, Yes  ,          1,                 83, 2987, Attitude of support person               ,     1, United States, California, San Dimas             ,    91773, "34.102119, -117.815532", 34.102119, -117.815532,  61, No      , Yes    , Yes              ,                   1, Offer E,                              0.0 ,                      13, Yes            , No                  , Yes           ,          0.0 ,                        0,          0.0               ,    99.75             , Churned        ,            83, Attitude       , Low               ,             1,                8,                 0,                         8, Resolved
5174-RNGBH , Female,              0, No     , No        ,             9, Yes          , No              , DSL             , No                 , Yes                , No                 , Yes                , Yes                , No                 , Month-to-month, No               , Mailed check             ,           66.25,        620.55, Yes  ,          1,                 67, 5515, Network reliability                      ,     1, United States, California, Live Oak              ,    95953, "39.258746, -121.77697 ", 39.258746, -121.77697 ,  27, Yes     , No     , No               ,                   0, None   ,                             24.81,                      69, No             , Yes                 , No            ,          0.0 ,                       10,        223.29              ,   853.8399999999999  , Churned        ,            67, Dissatisfaction, Medium            ,             1,                6,                 1,                         7, Resolved
4704-ERYFC , Female,              0, Yes    , No        ,            22, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           69.25,       1554.0 , Yes  ,          1,                 85, 2159, Competitor offered higher download speeds,     1, United States, California, Knights Landing       ,    95645, "38.875508, -121.765866", 38.875508, -121.765866,  19, Yes     , Yes    , Yes              ,                   1, None   ,                             32.11,                      52, No             , No                  , Yes           ,          0.0 ,                        0,        706.42              ,  2260.42             , Churned        ,            85, Competitor     , Low               ,             1,                8,                 1,                         9, Resolved
6647-ZEDXT , Female,              0, No     , No        ,            30, Yes          , Yes             , Fiber optic     , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , One year      , No               , Credit card (automatic)  ,          110.45,       3327.05, No   ,          0,                 45, 4983,                                          ,     1, United States, California, Santa Maria           ,    93455, "34.818227, -120.418784", 34.818227, -120.418784,  19, Yes     , No     , No               ,                   0, None   ,                             13.16,                      27, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        394.8               ,  3721.85             , Stayed         ,            45, 0              , High              ,             1,                1,                 5,                         6, Resolved
8433-WXGNA , Male  ,              0, No     , No        ,             2, Yes          , No              , Fiber optic     , Yes                , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           75.7 ,        189.2 , Yes  ,          1,                 82, 4676, Don't know                               ,     1, United States, California, Salinas               ,    93906, "36.722898, -121.633648", 36.722898, -121.633648,  55, No      , No     , No               ,                   0, None   ,                             42.16,                       2, No             , No                  , Yes           ,          0.0 ,                        0,         84.32              ,   273.52             , Churned        ,            82, Other          , Low               ,             1,                8,                 0,                         8, Resolved
6128-DAFVY , Female,              0, No     , No        ,            56, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Credit card (automatic)  ,           44.85,       2564.95, No   ,          0,                 27, 4021,                                          ,     1, United States, California, Willits               ,    95490, "39.492046, -123.375818", 39.492046, -123.375818,  58, No      , No     , No               ,                   0, None   ,                              0.0 ,                      23, Yes            , No                  , Yes           ,          0.0 ,                        0,          0.0               ,  2564.95             , Stayed         ,            27, 0              , High              ,             1,                1,                 3,                         4, Resolved
6173-ITPWD , Male  ,              0, Yes    , No        ,            47, Yes          , Yes             , Fiber optic     , No                 , Yes                , Yes                , No                 , No                 , No                 , Month-to-month, Yes              , Bank transfer (automatic),           83.35,       4065.0 , Yes  ,          1,                 98, 2516, Product dissatisfaction                  ,     1, United States, California, Heber                 ,    92249, "32.730583, -115.501083", 32.730583, -115.501083,  26, Yes     , Yes    , Yes              ,                   1, Offer B,                             17.54,                      59, Yes            , No                  , No            ,          0.0 ,                      140,        824.38              ,  5029.38             , Churned        ,            91, Dissatisfaction, Low               ,             1,                9,                 1,                        10, Resolved
8976-OQHGT , Female,              0, Yes    , Yes       ,             4, Yes          , No              , DSL             , No                 , Yes                , No                 , Yes                , No                 , No                 , Month-to-month, No               , Mailed check             ,           56.5 ,        235.1 , Yes  ,          1,                 99, 5758, Lack of self-service on Website          ,     1, United States, California, Lomita                ,    90717, "33.794209, -118.317354", 33.794209, -118.317354,  38, No      , Yes    , Yes              ,                   5, None   ,                             42.71,                      56, No             , Yes                 , Yes           ,          0.0 ,                        0,        170.84              ,   405.94             , Churned        ,            91, Dissatisfaction, Low               ,             1,                9,                 0,                         9, NotResolved
3737-GCSPV , Female,              0, Yes    , No        ,            11, Yes          , Yes             , Fiber optic     , Yes                , No                 , No                 , Yes                , Yes                , No                 , Month-to-month, Yes              , Credit card (automatic)  ,           96.2 ,       1222.05, Yes  ,          1,                 92, 3101, Competitor had better devices            ,     1, United States, California, Millbrae              ,    94030, "37.601248, -122.403099", 37.601248, -122.403099,  60, No      , Yes    , Yes              ,                   5, None   ,                             26.88,                      19, No             , Yes                 , Yes           ,          0.0 ,                        0,        295.68              ,  1517.73             , Churned        ,            92, Competitor     , Low               ,             1,                9,                 1,                        10, NotResolved
1383-EZRWL , Female,              0, No     , No        ,             7, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Mailed check             ,           20.05,        164.85, Yes  ,          1,                 89, 5595, Moved                                    ,     1, United States, California, Long Beach            ,    90810, "33.819814, -118.222416", 33.819814, -118.222416,  62, No      , No     , No               ,                   0, Offer E,                             48.22,                       0, No             , No                  , No            ,          0.0 ,                        0,        337.54              ,   502.39             , Churned        ,            89, Other          , Low               ,             1,                8,                 0,                         8, Resolved
0880-TKATG , Male  ,              0, Yes    , Yes       ,             4, Yes          , Yes             , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, No               , Electronic check         ,          101.15,        385.9 , Yes  ,          1,                 84, 4417, Competitor had better devices            ,     1, United States, California, Lucerne Valley        ,    92356, "34.508417, -116.856103", 34.508417, -116.856103,  21, Yes     , Yes    , Yes              ,                   3, Offer E,                              9.56,                      48, Yes            , No                  , Yes           ,          0.0 ,                        0,         38.24              ,   424.14             , Churned        ,            84, Competitor     , Low               ,             1,                8,                 0,                         8, Resolved
7893-IXHRQ , Male  ,              0, No     , No        ,             1, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Electronic check         ,           20.55,         20.55, Yes  ,          1,                 87, 5636, Competitor offered more data             ,     1, United States, California, Sacramento            ,    95826, "38.542532, -121.378826", 38.542532, -121.378826,  53, No      , No     , No               ,                   0, None   ,                             15.91,                       0, No             , No                  , No            ,          0.0 ,                        0,         15.91              ,    36.46             , Churned        ,            87, Attitude       , Low               ,             1,                8,                 0,                         8, NotResolved
6661-HBGWL , Female,              1, No     , No        ,            42, Yes          , Yes             , Fiber optic     , No                 , Yes                , Yes                , No                 , Yes                , Yes                , Month-to-month, Yes              , Bank transfer (automatic),          104.75,       4323.45, Yes  ,          1,                 79, 2984, Network reliability                      ,     1, United States, California, Mineral               ,    96063, "40.408796, -121.579609", 40.408796, -121.579609,  69, No      , No     , No               ,                   0, None   ,                             16.22,                      12, No             , No                  , Yes           ,          0.0 ,                        0,        681.24              ,  5004.69             , Churned        ,            79, Dissatisfaction, Low               ,             1,                7,                 1,                         8, Resolved
0953-LGOVU , Male  ,              0, Yes    , Yes       ,            12, No           , No phone service, DSL             , No                 , Yes                , No                 , Yes                , No                 , No                 , Month-to-month, No               , Mailed check             ,           35.5 ,        432.25, No   ,          0,                 75, 2562,                                          ,     1, United States, California, Clearlake             ,    95422, "38.965804, -122.631779", 38.965804, -122.631779,  19, Yes     , Yes    , Yes              ,                   7, Offer D,                              0.0 ,                      73, No             , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,   432.25             , Stayed         ,            75, 0              , High              ,             1,                7,                 0,                         7, NotResolved
0818-OCPZO , Male  ,              1, No     , No        ,            27, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           81.45,       2122.05, Yes  ,          1,                 83, 2571, Competitor offered more data             ,     1, United States, California, Los Angeles           ,    90059, "33.927254, -118.249826", 33.927254, -118.249826,  80, No      , No     , No               ,                   0, None   ,                             42.91,                       5, No             , No                  , Yes           ,          0.0 ,                        0,       1158.57              ,  3280.62             , Churned        ,            83, Competitor     , Medium            ,             1,                8,                 0,                         8, Resolved
8155-IBNHG , Female,              0, Yes    , No        ,            24, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Credit card (automatic)  ,           75.4 ,       1747.85, Yes  ,          1,                 74, 2325, Attitude of support person               ,     1, United States, California, San Diego             ,    92103, "32.747484, -117.166877", 32.747484, -117.166877,  55, No      , Yes    , Yes              ,                   1, None   ,                             17.73,                      29, No             , No                  , Yes           ,          0.0 ,                        0,        425.52              ,  2173.37             , Churned        ,            74, Attitude       , Medium            ,             1,                7,                 0,                         7, Resolved
9174-IHETN , Female,              0, No     , Yes       ,            50, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Two year      , No               , Credit card (automatic)  ,           70.35,       3533.6 , No   ,          0,                 50, 5521,                                          ,     1, United States, California, Goodyears Bar         ,    95944, "39.564113, -120.868836", 39.564113, -120.868836,  45, No      , No     , No               ,                   0, Offer B,                             36.11,                      20, No             , No                  , Yes           ,          0.0 ,                        0,       1805.5               ,  5339.1              , Stayed         ,            50, 0              , Medium            ,             1,                0,                 6,                         6, Resolved
1447-PJGGA , Female,              0, No     , No        ,            57, Yes          , No              , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , Yes                , Two year      , Yes              , Electronic check         ,           95.25,       5464.65, Yes  ,          1,                 93, 5789, Competitor offered higher download speeds,     1, United States, California, San Diego             ,    92101, "32.72523, -117.171346 ", 32.72523 , -117.171346,  39, No      , No     , No               ,                   0, None   ,                             17.55,                      15, Yes            , No                  , Yes           ,          0.0 ,                        0,       1000.35              ,  6465.0              , Churned        ,            93, Competitor     , Low               ,             1,                9,                 0,                         9, Resolved
0220-EBGCE , Male  ,              0, No     , No        ,             2, Yes          , No              , Fiber optic     , No                 , No                 , Yes                , No                 , No                 , Yes                , Month-to-month, Yes              , Electronic check         ,           85.85,        167.3 , Yes  ,          1,                 67, 3273, Competitor offered more data             ,     1, United States, California, Fort Jones            ,    96032, "41.5837, -122.935922  ", 41.5837  , -122.935922,  58, No      , No     , No               ,                   0, Offer E,                             14.14,                      28, Yes            , No                  , Yes           ,          0.0 ,                        0,         28.28              ,   195.58             , Churned        ,            67, Competitor     , Low               ,             1,                6,                 0,                         6, Resolved
0787-LHDYT , Male  ,              0, No     , No        ,            16, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, Yes              , Credit card (automatic)  ,           20.6 ,        330.25, No   ,          0,                 64, 5667,                                          ,     1, United States, California, Carmel Valley         ,    93924, "36.414611, -121.6386  ", 36.414611, -121.6386  ,  36, No      , No     , No               ,                   0, Offer D,                             33.44,                       0, No             , No                  , No            ,          0.0 ,                        0,        535.04              ,   865.29             , Stayed         ,            64, 0              , Medium            ,             1,                6,                 1,                         7, Resolved
6032-KRXXO , Male  ,              0, No     , No        ,            30, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           90.25,       2755.35, Yes  ,          1,                 84, 5654, Competitor made better offer             ,     1, United States, California, Seiad Valley          ,    96086, "41.924174, -123.260788", 41.924174, -123.260788,  33, No      , No     , No               ,                   0, None   ,                             30.06,                      19, Yes            , No                  , Yes           ,          0.0 ,                        0,        901.8               ,  3657.15             , Churned        ,            84, Competitor     , Low               ,             1,                8,                 0,                         8, Resolved
2446-PLQVO , Male  ,              0, No     , No        ,             1, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           70.3 ,         70.3 , Yes  ,          1,                 78, 4512, Don't know                               ,     1, United States, California, Santa Clarita         ,    91350, "34.502432, -118.41459 ", 34.502432, -118.41459 ,  32, No      , No     , No               ,                   0, Offer E,                              5.67,                       7, No             , No                  , Yes           ,          0.0 ,                        0,          5.67              ,    75.97             , Churned        ,            78, Other          , Low               ,             1,                7,                 1,                         8, Resolved
7326-RIGQZ , Male  ,              0, Yes    , Yes       ,             6, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           69.8 ,        377.85, No   ,          0,                 62, 2651,                                          ,     1, United States, California, Culver City           ,    90230, "33.993991, -118.39704 ", 33.993991, -118.39704 ,  48, No      , Yes    , Yes              ,                   9, None   ,                             38.5 ,                      20, No             , No                  , Yes           ,          0.0 ,                        0,        231.0               ,   608.85             , Stayed         ,            62, 0              , High              ,             1,                6,                 0,                         6, Resolved
7094-MSZAO , Male  ,              0, Yes    , Yes       ,            10, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, Yes              , Credit card (automatic)  ,           20.05,        218.5 , No   ,          0,                 23, 2049,                                          ,     1, United States, California, Oakland               ,    94610, "37.808731, -122.238708", 37.808731, -122.238708,  55, No      , Yes    , Yes              ,                   7, None   ,                             13.83,                       0, No             , No                  , No            ,          0.0 ,                        0,        138.3               ,   356.8              , Stayed         ,            23, 0              , High              ,             1,                0,                 3,                         3, NotResolved
5510-BOIUJ , Male  ,              0, No     , Yes       ,             1, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, No               , Mailed check             ,           19.25,         19.25, Yes  ,          1,                 80, 5437, Attitude of service provider             ,     1, United States, California, Visalia               ,    93277, "36.303793, -119.375646", 36.303793, -119.375646,  35, No      , No     , No               ,                   0, None   ,                             12.81,                       0, No             , No                  , No            ,          0.0 ,                        0,         12.81              ,    32.06             , Churned        ,            80, Attitude       , Medium            ,             1,                8,                 1,                         9, Resolved
2040-VZIKE , Female,              0, Yes    , No        ,            49, Yes          , Yes             , Fiber optic     , Yes                , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Mailed check             ,          100.85,       4847.35, No   ,          0,                 53, 5417,                                          ,     1, United States, California, Stevinson             ,    95374, "37.316807, -120.855753", 37.316807, -120.855753,  56, No      , Yes    , Yes              ,                   3, None   ,                             44.81,                      10, Yes            , No                  , Yes           ,          0.0 ,                        0,       2195.69              ,  7043.040000000001   , Stayed         ,            53, 0              , Medium            ,             1,                1,                 6,                         7, Resolved
0723-VSOBE , Female,              1, No     , No        ,            45, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , No                 , Yes                , One year      , No               , Electronic check         ,           34.2 ,       1596.6 , No   ,          0,                 38, 5715,                                          ,     1, United States, California, Dos Rios              ,    95429, "39.756049, -123.358701", 39.756049, -123.358701,  67, No      , No     , No               ,                   0, Offer B,                              0.0 ,                       4, No             , No                  , No            ,          0.0 ,                        0,          0.0               ,  1596.6              , Stayed         ,            38, 0              , Medium            ,             1,                0,                 4,                         4, Resolved
0835-JKADZ , Female,              0, No     , No        ,            71, Yes          , Yes             , Fiber optic     , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Electronic check         ,          111.25,       7984.15, No   ,          0,                 54, 4361,                                          ,     1, United States, California, San Francisco         ,    94107, "37.768881, -122.395521", 37.768881, -122.395521,  29, Yes     , No     , No               ,                   0, None   ,                             41.92,                      53, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       2976.32              , 10960.47             , Stayed         ,            54, 0              , High              ,             1,                0,                 6,                         6, Resolved
3419-SNJJD , Female,              1, Yes    , No        ,            65, Yes          , Yes             , Fiber optic     , Yes                , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, No               , Bank transfer (automatic),          105.25,       6786.4 , Yes  ,          1,                 91, 4196, Competitor offered higher download speeds,     1, United States, California, Yorba Linda           ,    92887, "33.884073, -117.732197", 33.884073, -117.732197,  78, No      , Yes    , Yes              ,                   3, Offer B,                             18.39,                      28, No             , No                  , Yes           ,          0.0 ,                        0,       1195.35              ,  7981.75             , Churned        ,            91, Attitude       , Low               ,             1,                9,                 1,                        10, NotResolved
8128-YVJRG , Female,              0, No     , No        ,             7, Yes          , Yes             , Fiber optic     , Yes                , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Mailed check             ,           79.65,        604.7 , Yes  ,          1,                 81, 4513, Lack of self-service on Website          ,     1, United States, California, Berkeley              ,    94709, "37.878554, -122.26609 ", 37.878554, -122.26609 ,  61, No      , No     , No               ,                   0, None   ,                             40.32,                      18, No             , No                  , Yes           ,          0.0 ,                        0,        282.24              ,   886.94             , Churned        ,            81, Attitude       , Low               ,             1,                8,                 1,                         9, Resolved
9300-AGZNL , Male  ,              1, No     , No        ,             1, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           94.0 ,         94.0 , Yes  ,          1,                 67, 4176, Product dissatisfaction                  ,     1, United States, California, Elk Creek             ,    95939, "39.53222, -122.594879 ", 39.53222 , -122.594879,  76, No      , No     , No               ,                   0, None   ,                             21.85,                      29, No             , No                  , Yes           ,          0.0 ,                        0,         21.85              ,   115.85             , Churned        ,            67, Dissatisfaction, Low               ,             1,                6,                 1,                         7, Resolved
8782-LKFPK , Male  ,              0, No     , No        ,            44, Yes          , Yes             , Fiber optic     , No                 , No                 , Yes                , No                 , No                 , Yes                , Month-to-month, Yes              , Mailed check             ,           90.4 ,       4063.0 , No   ,          0,                 63, 4751,                                          ,     1, United States, California, Beaumont              ,    92223, "33.946982, -116.977672", 33.946982, -116.977672,  50, No      , No     , No               ,                   0, None   ,                             44.92,                      16, Yes            , No                  , Yes           ,          0.0 ,                        0,       1976.48              ,  6039.48             , Stayed         ,            63, 0              , High              ,             1,                6,                 1,                         7, Resolved
8149-RSOUN , Female,              0, No     , No        ,             1, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           93.85,         93.85, Yes  ,          1,                 78, 3014, Competitor offered more data             ,     1, United States, California, Dorris                ,    96023, "41.949216, -122.050062", 41.949216, -122.050062,  49, No      , No     , No               ,                   0, Offer E,                             16.15,                      12, Yes            , No                  , Yes           ,          0.0 ,                        0,         16.15              ,   110.0              , Churned        ,            78, Competitor     , Medium            ,             1,                7,                 1,                         8, Resolved
7673-LPRNY , Female,              0, No     , No        ,            23, Yes          , Yes             , DSL             , Yes                , No                 , Yes                , No                 , Yes                , Yes                , One year      , Yes              , Electronic check         ,           78.55,       1843.05, No   ,          0,                 47, 3127,                                          ,     1, United States, California, Pasadena              ,    91104, "34.165383, -118.123752", 34.165383, -118.123752,  43, No      , No     , No               ,                   0, None   ,                             48.88,                      12, Yes            , No                  , Yes           ,         19.63,                        0,       1124.24              ,  2947.66             , Stayed         ,            47, 0              , Medium            ,             1,                0,                 5,                         5, Resolved
1597-LHYNC , Female,              1, No     , No        ,            26, Yes          , Yes             , Fiber optic     , Yes                , Yes                , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Electronic check         ,           95.0 ,       2497.2 , Yes  ,          1,                 90, 4232, Price too high                           ,     1, United States, California, Auburn                ,    95602, "38.99003, -121.114408 ", 38.99003 , -121.114408,  74, No      , No     , No               ,                   0, None   ,                             47.63,                      26, No             , No                  , No            ,          0.0 ,                       60,       1238.38              ,  3795.58             , Churned        ,            90, Price          , Low               ,             1,                9,                 1,                        10, NotResolved
4199-QHJNM , Male  ,              1, Yes    , No        ,            67, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , Yes                , Yes                , Yes                , Two year      , No               , Bank transfer (automatic),          102.9 ,       6989.7 , No   ,          0,                 52, 5869,                                          ,     1, United States, California, Bass Lake             ,    93604, "37.458367, -119.345011", 37.458367, -119.345011,  72, No      , Yes    , Yes              ,                   9, Offer A,                             48.68,                      17, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       3261.56              , 10251.26             , Stayed         ,            52, 0              , Medium            ,             1,                0,                 6,                         6, Resolved
5135-RDDQL , Female,              0, Yes    , Yes       ,            63, Yes          , No              , DSL             , Yes                , No                 , No                 , No                 , No                 , No                 , Two year      , Yes              , Bank transfer (automatic),           50.65,       3221.25, No   ,          0,                 36, 4847,                                          ,     1, United States, California, Corning               ,    96021, "39.913777, -122.289984", 39.913777, -122.289984,  37, No      , Yes    , Yes              ,                   6, Offer B,                             25.32,                      11, No             , No                  , Yes           ,         37.04,                        0,       1595.16              ,  4779.37             , Stayed         ,            36, 0              , Medium            ,             1,                1,                 4,                         5, Resolved
5995-LFTLE , Male  ,              0, No     , No        ,            58, Yes          , Yes             , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , Yes              , Credit card (automatic)  ,           25.3 ,       1474.35, No   ,          0,                 30, 4477,                                          ,     1, United States, California, Lower Lake            ,    95457, "38.925545, -122.549083", 38.925545, -122.549083,  39, No      , No     , No               ,                   0, None   ,                             48.78,                       0, No             , No                  , No            ,          0.0 ,                        0,       2829.24              ,  4303.59             , Stayed         ,            30, 0              , High              ,             1,                0,                 4,                         4, Resolved
4658-HCOHW , Female,              0, Yes    , Yes       ,            21, Yes          , No              , Fiber optic     , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,          102.8 ,       2110.15, Yes  ,          1,                100, 3123, Competitor had better devices            ,     1, United States, California, Redwood Valley        ,    95470, "39.298065, -123.25211 ", 39.298065, -123.25211 ,  52, No      , Yes    , Yes              ,                   1, None   ,                             16.67,                       3, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        350.07000000000005  ,  2460.2200000000003  , Churned        ,            91, Competitor     , Low               ,             1,               10,                 0,                        10, Resolved
9639-BUJXT , Male  ,              0, No     , No        ,            63, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, One year      , No               , Mailed check             ,           20.5 ,       1328.15, No   ,          0,                 28, 5997,                                          ,     1, United States, California, Santee                ,    92071, "32.847336, -116.997605", 32.847336, -116.997605,  50, No      , No     , No               ,                   0, None   ,                             35.35,                       0, No             , No                  , No            ,         15.62,                        0,       2227.05              ,  3539.5800000000004  , Stayed         ,            28, 0              , High              ,             1,                0,                 3,                         3, Resolved
6770-XUAGN , Female,              0, Yes    , Yes       ,             1, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Month-to-month, Yes              , Electronic check         ,           21.0 ,         21.0 , Yes  ,          1,                 90, 3753, Attitude of support person               ,     1, United States, California, North Hollywood       ,    91605, "34.207295, -118.400022", 34.207295, -118.400022,  30, No      , Yes    , Yes              ,                   1, Offer E,                             16.66,                       0, No             , No                  , No            ,          0.0 ,                        0,         16.66              ,    37.66             , Churned        ,            90, Attitude       , Low               ,             1,                9,                 0,                         9, Resolved
2725-KXXWT , Male  ,              0, Yes    , No        ,             1, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           90.75,         90.75, Yes  ,          1,                 86, 5460, Lack of self-service on Website          ,     1, United States, California, Vallejo               ,    94589, "38.161321, -122.271588", 38.161321, -122.271588,  26, Yes     , Yes    , No               ,                   0, Offer E,                             23.06,                      52, Yes            , No                  , Yes           ,          0.0 ,                        0,         23.06              ,   113.81             , Churned        ,            86, Attitude       , Medium            ,             1,                8,                 0,                         8, Resolved
7234-FECYN , Female,              1, No     , No        ,             8, Yes          , Yes             , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, No               , Electronic check         ,          101.35,        780.5 , Yes  ,          1,                 68, 5546, Attitude of support person               ,     1, United States, California, San Gabriel           ,    91776, "34.089927, -118.095645", 34.089927, -118.095645,  78, No      , No     , No               ,                   0, None   ,                             43.98,                      27, No             , No                  , Yes           ,          0.0 ,                        0,        351.84              ,  1132.34             , Churned        ,            68, Attitude       , Medium            ,             1,                6,                 1,                         7, Resolved
6479-SZPLM , Male  ,              0, Yes    , Yes       ,            36, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Credit card (automatic)  ,           19.45,        754.5 , No   ,          0,                 39, 5745,                                          ,     1, United States, California, Anaheim               ,    92805, "33.830209, -117.906099", 33.830209, -117.906099,  26, Yes     , Yes    , Yes              ,                   2, None   ,                             32.3 ,                       0, No             , No                  , No            ,          0.0 ,                        0,       1162.8               ,  1917.3              , Stayed         ,            39, 0              , High              ,             1,                1,                 4,                         5, Resolved
4439-JMPMT , Female,              0, Yes    , Yes       ,             5, Yes          , No              , Fiber optic     , No                 , No                 , No                 , Yes                , Yes                , No                 , Month-to-month, Yes              , Electronic check         ,           85.75,        470.95, Yes  ,          1,                 71, 3608, Attitude of support person               ,     1, United States, California, Comptche              ,    95427, "39.239818, -123.565432", 39.239818, -123.565432,  38, No      , Yes    , Yes              ,                   1, Offer E,                              1.12,                      22, No             , Yes                 , Yes           ,         44.16,                        0,          5.6000000000000005,   432.39             , Churned        ,            71, Attitude       , Low               ,             1,                7,                 1,                         8, Resolved
4195-PNGZS , Male  ,              0, Yes    , Yes       ,            69, Yes          , Yes             , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Bank transfer (automatic),           24.45,       1718.2 , No   ,          0,                 39, 5295,                                          ,     1, United States, California, Irvine                ,    92620, "33.716136, -117.752574", 33.716136, -117.752574,  23, Yes     , Yes    , Yes              ,                   1, None   ,                             33.09,                       0, No             , No                  , No            ,          0.0 ,                        0,       2283.21              ,  4001.41             , Stayed         ,            39, 0              , High              ,             1,                1,                 4,                         5, Resolved
